역사_ID,역사명,호선,위도,경도,station_x_5179,station_y_5179,matched_CELL_ID,matched_CELL_X,matched_CELL_Y,distance_m
4701,북한산우이,우이신설선,37.662909,127.012706,957021.6640672929,1962711.799006364,다사57006250,957125,1962625,134.9532604060748
4615,탑석,의정부선,37.733579,127.088704,963758.9829561324,1970520.3141918806,다사63757050,963875,1970625,156.26603242350595
4614,송산,의정부선,37.737279,127.087159,963624.6562268559,1970931.4202924478,다사63507075,963625,1970875,56.42133975605653
4613,어룡,의정부선,37.742802,127.085035,963440.2265856414,1971545.0130214493,다사63257150,963375,1971625,103.21058188044105
4612,곤제,의정부선,37.750471,127.083715,963327.7142372447,1972396.389884844,다사63257225,963375,1972375,51.898656369792675
4611,효자,의정부선,37.754025,127.076902,962729.3086045291,1972793.3912690124,다사62507275,962625,1972875,132.43968420465157
4610,경기도청북부청사,의정부선,37.75059,127.071495,962251.2588044005,1972414.451578215,다사62257225,962375,1972375,129.87806016437025
4609,새말,의정부선,37.748885,127.06362,961556.6327321277,1972228.4906722247,다사61507200,961625,1972125,124.03387663795506
4608,동오,의정부선,37.745271,127.056947,960966.8665153633,1971830.2861592642,다사60757175,960875,1971875,102.17036849474512
4607,의정부중앙,의정부선,37.743676,127.049565,960315.6545862955,1971656.4281719578,다사60257150,960375,1971625,67.15361583989562
4606,흥선,의정부선,37.743302,127.037023,959210.4646763178,1971620.32523395,다사59007150,959125,1971625,85.59243153294038
